Power                   Time
116835.20387857578	0.256
116835.20387857578	0.268
116835.20387857578	0.28
116835.20387857578	0.292
116835.20387857578	0.304
116835.20387857578	0.316
116835.20387857578	0.328
116835.20387857578	0.34
116835.20387857578	0.352
116835.20387857578	0.364
116835.20387857578	0.376
116835.20387857578	0.388
116835.20387857578	0.4
116835.20387857578	0.412
116835.20387857578	0.424
116835.20387857578	0.436
116835.20387857578	0.448
116835.20387857578	0.46
116835.20387857578	0.472
116835.20387857578	0.484
116835.20387857578	0.496
116835.20387857578	0.508
116835.20387857578	0.52
116835.20387857578	0.532
116835.20387857578	0.544
116835.20387857578	0.556
116835.20387857578	0.568
116835.20387857578	0.58
116835.20387857578	0.592
116835.20387857578	0.604
116835.20387857578	0.616
116835.20387857578	0.628
116835.20387857578	0.64
116835.20387857578	0.652
116835.20387857578	0.664
116835.20387857578	0.676
116835.20387857578	0.688
116835.20387857578	0.7
116835.20387857578	0.712
116835.20387857578	0.724
116835.20387857578	0.736
116835.20387857578	0.748
116835.20387857578	0.76
116835.20387857578	0.772
116835.20387857578	0.784
116835.20387857578	0.796
116835.20387857578	0.808
116835.20387857578	0.82
116835.20387857578	0.832
116835.20387857578	0.844
116835.20387857578	0.856
116835.20387857578	0.868
116835.20387857578	0.88
116835.20387857578	0.892
116835.20387857578	0.904
116835.20387857578	0.916
116835.20387857578	0.928
116835.20387857578	0.94
116835.20387857578	0.952
116835.20387857578	0.964
116835.20387857578	0.976
116835.20387857578	0.988
116835.20387857578	1.0
116835.20387857578	1.012
116835.20387857578	1.024
116835.20387857578	1.036
116835.20387857578	1.048
116835.20387857578	1.06
116835.20387857578	1.072
116835.20387857578	1.084
116835.20387857578	1.096
116835.20387857578	1.108
116835.20387857578	1.12
116835.20387857578	1.132
116835.20387857578	1.144
116835.20387857578	1.156
116835.20387857578	1.168
116835.20387857578	1.18
116835.20387857578	1.192
116835.20387857578	1.204
116835.20387857578	1.216
116835.20387857578	1.228
116835.20387857578	1.24
116835.20387857578	1.252
116835.20387857578	1.264
116835.20387857578	1.276
116835.20387857578	1.288
116835.20387857578	1.3
116835.20387857578	1.312
116835.20387857578	1.324
116835.20387857578	1.336
116835.20387857578	1.348
116835.20387857578	1.36
116835.20387857578	1.372
116835.20387857578	1.384
116835.20387857578	1.396
116835.20387857578	1.408
116835.20387857578	1.42
116835.20387857578	1.432
116835.20387857578	1.444
116835.20387857578	1.456
116835.20387857578	1.468
116835.20387857578	1.48
116835.20387857578	1.492
116835.20387857578	1.504
116835.20387857578	1.516
116835.20387857578	1.528
116835.20387857578	1.54
116835.20387857578	1.552
116835.20387857578	1.564
116835.20387857578	1.576
116835.20387857578	1.588
116835.20387857578	1.6
116835.20387857578	1.612
116835.20387857578	1.624
116835.20387857578	1.636
116835.20387857578	1.648
116835.20387857578	1.66
116835.20387857578	1.672
116835.20387857578	1.684
116835.20387857578	1.696
